ID,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
852738,4.934717604,65.08184161,17.5198058,1,1,0,1,1
939636,132.1823603,0.411308259,0.678345724,1,0,0,1,1
775149,2.668542387,0.192154755,9.437493277,1,0,0,1,1
851367,16.86578174,1.25539875,5.72462513,1,0,0,1,1
54224,24.05802316,69.63601715,1.053003536,1,0,0,1,1
614745,847.6825527,0.298220876,1.894388509,1,0,0,1,1
392234,2.337217158,0.342996628,5.412655458,1,0,0,1,1
384997,210.8596866,4.451593781,5.848200368,1,1,0,1,1
489785,95.05600633,0.134569549,4.589672556,1,0,0,1,1
320525,17.06081635,78.14761279,2.09313025,1,0,0,1,1
126521,163.7449535,1.024778816,2.632547524,1,0,0,1,1
228196,12.94136052,0.410906873,5.003703918,1,0,0,1,1
633983,133.4281451,3.015557774,1.624739041,1,0,0,1,1
423127,1.455445595,5.662563135,4.960175569,0,0,0,1,1
331540,263.8554489,0.483565071,0.842739934,1,0,0,1,1
263839,23.90275579,3.829804057,7.825898486,1,1,0,1,1
825750,145.2941348,18.31743609,1.368765947,1,0,0,1,1
469947,1.214475172,66.65820452,6.076781139,0,1,0,1,1
573678,4.936233077,1.055584627,6.424592273,1,1,0,1,1
956807,6.710608806,6.639544678,146.2138982,1,0,0,1,1
799379,116.5031746,3.276217951,2.514751294,1,0,0,1,1
710007,2.919151287,0.607976933,4.414846976,1,0,0,1,1
163390,17.4363317,10.11164756,14.41227878,1,0,0,1,1
890998,15.81064968,1.512409726,14.95262257,1,0,0,1,1
852683,9.549879488,0.231185124,7.161336638,1,0,0,1,1
687066,178.6156023,6.133087299,0.79802309,1,0,0,1,1
374773,4.636983355,0.424499896,4.574514122,1,0,0,1,1
805071,4.410086669,0.527837561,5.341024837,1,0,0,1,1
944172,111.5851079,0.807659299,0.400792585,1,0,0,1,1
811027,4.523393293,1.219978444,15.18224198,1,0,0,1,1
469362,2.849453607,0.113563064,4.853374432,1,0,0,1,1
910456,4.593175537,15.7334769,4.003712967,1,0,0,1,1
974941,18.62076105,528.2727259,0.952111788,1,0,0,1,1
221663,16.87882613,4.090470395,7.143464506,1,0,0,1,1
438012,19.62726247,2.341679824,7.369757526,1,0,0,1,1
37063,48.77137889,0.762149587,6.088490372,1,0,0,1,1
188601,1.933619736,0.257258223,5.473097417,1,1,0,1,1
556788,322.076026,0.042674465,1.700575004,1,0,0,1,1
696127,38.2474191,9.965378685,8.748351389,1,1,0,1,1
854094,8.1729559,0.577848138,14.27712157,1,1,0,1,1
398232,14.75090974,2.313696394,4.304814044,1,0,0,1,1
923393,171.5790791,0.676579973,0.704135673,1,0,0,1,1
716065,37.6236577,1.233622955,14.23606337,1,0,0,1,1
445996,11.54770795,0.093774578,7.429925091,1,1,0,1,1
171787,104.8073498,1.921402317,3.447657612,1,0,0,1,1
261250,34.21511262,0.142262669,4.458100694,1,0,0,1,1
862243,0.814474814,2.056180117,5.53995379,0,1,0,1,1
442240,3.436126721,3.214077638,5.00563941,1,1,0,1,1
299940,12.04552484,0.184059419,4.52338275,1,1,0,1,1
184382,0.907858507,156.321601,1.597343454,0,1,0,1,1
410301,41.70420424,1.451801447,5.423248958,1,0,0,1,1
712618,8.737163095,10.33887302,5.121209145,1,0,0,1,1
865105,2.063257755,0.099464768,8.193084719,1,1,0,1,1
731083,0.729336443,0.530090831,8.061122747,0,0,0,1,1
810228,23.08632217,6.297671416,14.42661993,1,1,0,1,1
526150,0.679199683,54.91520367,1.622068504,0,0,0,1,1
333348,287.1282876,4.406550384,0.299037326,1,0,0,1,1
232120,1.690065109,52.04604588,10.4032153,0,0,0,1,1
554705,4.359948981,1.644006069,14.70203888,1,0,0,1,1
254029,4.367559224,0.754910623,4.413231962,1,0,0,1,1
873013,196.0228962,0.740363855,36.82782374,1,0,0,1,1
882818,4.16187733,2.103460413,5.161255216,1,0,0,1,1
173371,9.453873415,85.01954526,3.662140136,1,0,0,1,1
344699,125.7792537,0.716860223,4.704489898,1,0,0,1,1
657743,3.029206298,0.104371057,5.136338005,1,0,0,1,1
568140,241.1298733,0.655084637,5.787224941,1,0,0,1,1
22024,146.1339674,0.245723586,9.842346943,1,0,0,1,1
837821,0.766202111,0.384967662,6.377298484,0,0,0,0,1
502591,18.38666753,0.426347807,8.853263598,1,1,0,1,1
580217,168.3582478,9.017554692,0.753617144,1,0,0,1,1
622515,23.55133675,1.337832018,6.500168811,1,0,0,1,1
258766,2.701292115,0.249321632,8.553894781,1,0,0,1,1
402482,11.84494069,0.182241937,4.086395016,1,0,0,1,1
37917,2.805139696,0.085438597,5.634596942,1,0,0,1,1
402951,8.458699139,144.4226209,5.585527813,1,1,0,0,1
766120,18.12740986,0.071261781,10.1172547,1,0,0,1,1
682292,4.764506301,2.130145907,6.179673084,1,0,0,1,1
111143,122.8453324,0.851007084,4.003612409,1,1,0,1,1
301286,317.8832084,2.706114429,0.996652336,1,0,0,1,1
412911,98.25695551,1.412516547,4.39689348,1,0,0,1,1
775603,42.82282124,0.317691386,4.20428316,1,1,0,1,1
136197,257.8819634,0.268431327,0.635198886,1,0,0,1,1
288042,4.420712335,0.034099731,6.856290026,1,0,0,1,1
540877,34.14288803,6.065212926,4.359984352,1,0,0,1,1
230637,47.66409171,2.108426691,7.334588102,1,0,0,1,1
260411,23.72727016,3.542555757,14.06480053,1,0,0,1,1
809819,7.114647238,6.94192928,4.509484679,1,1,0,1,1
507873,5.321976794,51.49128421,0.403115469,1,0,0,1,1
378395,279.8961169,3.44406924,1.28147844,1,0,0,1,1
555207,176.9914419,1.610119129,13.64512943,1,1,0,1,1
859285,43.86442823,0.753777551,6.467454214,1,1,0,1,1
301361,14.32406168,0.23896822,5.13040194,1,1,0,1,1
631276,3.009757629,0.417640794,5.468108341,1,0,0,1,1
568033,2.908063469,1.361232967,5.008359627,1,0,0,1,1
960159,308.3052674,0.133836967,0.486485494,1,0,0,1,1
932961,0.925217945,0.651322605,5.572104678,0,0,0,0,1
532589,22.87008282,2.514364661,4.103531911,1,0,0,1,1
215921,90.93014285,47.5757818,4.784421892,1,1,0,1,1
682124,2.592137028,0.098430611,4.636497187,1,1,0,1,1
669858,13.45843364,0.025641468,6.532903265,1,0,0,1,1
114138,52.33323978,40.44042686,8.864704684,1,0,0,1,1
869823,7.597279651,4.352716583,4.77976405,1,1,0,1,1
720483,1.305422104,0.038511782,5.672391401,0,1,0,1,1
10990,7.549854128,0.209865209,4.00059368,1,0,0,1,1
98023,8.383810153,0.205636867,7.147769612,1,1,0,1,1
169412,6.175324588,0.136439884,4.750016528,1,1,0,1,1
110759,158.3009491,29.93465741,3.662921392,1,0,0,1,1
550379,64.6763395,1.089885609,7.904969262,1,0,0,1,1
280669,20.66712292,4.352962737,11.22450238,1,1,0,1,1
94035,4.287310387,0.056604235,5.945838055,1,1,0,1,1
269326,8.931023658,0.059110187,10.58475257,1,1,0,1,1
666392,100.3153527,0.088430446,0.236739548,1,0,0,1,1
523154,23.87268396,2.428824132,4.815225239,1,0,0,1,1
652204,54.88337322,1.587169699,8.742294321,1,0,0,1,1
84070,26.78405544,0.0158707,7.444526736,1,0,0,1,1
613997,0.64918471,0.368419605,4.825844085,0,1,0,1,1
675861,3.36090083,8.449534798,8.036332566,1,1,0,1,1
566719,1.121449487,0.415252069,4.66880981,0,1,0,1,1
731642,8.159625317,0.364552296,15.50638494,1,0,0,1,1
657878,44.75911278,2.803115514,5.416952272,1,0,0,1,1
200819,3.275794455,9.347712459,6.529191849,1,0,0,1,1
676499,7.523086616,52.85389614,2.425259453,1,0,0,1,1
255782,102.9673865,16.34373774,0.477003567,1,0,0,1,1
965500,13.32040793,0.09485037,10.31694542,1,0,0,1,1
867045,46.33405299,90.92033745,0.784359899,1,0,0,1,1
458817,121.9422463,2.503673832,11.77900001,1,0,0,1,1
295179,178.2488461,2.897730189,0.208671981,1,0,0,1,1
389738,133.2297131,0.194087078,0.388893707,1,0,0,1,1
614649,50.18531821,0.295835415,6.139367238,1,0,0,1,1
77600,126.6588783,1.320104737,0.894899872,1,0,0,1,1
711680,167.9262752,0.690786674,3.103597749,1,0,0,1,1
448818,399.1910498,0.883374949,0.497830625,1,0,0,1,1
954626,2.782464524,5.544033761,7.349840263,1,1,0,1,1
882898,167.9745682,0.781777849,7.230944279,1,0,0,1,1
430521,29.09095239,0.620692077,15.41842186,1,1,0,1,1
705682,2.924885019,4.095103881,5.230293704,1,1,0,1,1
354505,11.68132919,229.8343428,2.406386488,1,0,0,1,1
888067,8.899715827,232.7969797,1.214879759,1,0,0,1,1
899155,1.853299533,1.307411472,5.114322143,0,0,0,0,1
35650,1.863609221,0.064584752,7.108170451,0,0,0,1,1
229478,196.3310737,0.320956826,0.201968705,1,0,0,1,1
279601,230.375778,2.001357757,0.418858118,1,0,0,1,1
323889,27.70884047,0.302427972,17.43488544,1,0,0,1,1
611646,29.03029408,4.361092784,4.355482758,1,0,0,1,1
8808,1.666253018,2.157972703,4.78972029,0,0,0,0,1
608285,121.2684373,2.271474402,4.043613125,1,1,0,1,1
545009,16.24035495,0.028170917,9.692505246,1,1,0,1,1
563727,105.6483131,6.274577468,1.526045253,1,0,0,1,1
590170,11.20094843,33.75639238,4.04322992,1,0,0,1,1
758472,63.84839938,0.138115241,4.353999005,1,0,0,1,1
760671,6.322070687,0.229212116,7.675900056,1,0,0,1,1
757974,8.818653772,3.19983147,6.215039596,1,0,0,1,1
392454,4.521929676,0.431759535,8.169346236,1,0,0,1,1
689003,113.7858308,0.062443488,1.262776807,1,0,0,1,1
61348,16.13332364,10.38938481,7.165274206,1,0,0,1,1
811256,37.48887273,0.039928239,12.95050317,1,1,0,1,1
568727,10.86705565,0.122935504,4.708543406,1,0,0,1,1
845011,39.19339319,0.692675139,5.591442712,1,0,0,1,1
365502,53.43688814,1.034414961,4.507618207,1,1,0,1,1
399889,0.927375298,50.93193934,13.47468401,0,0,0,1,1
916219,1.523961733,1.426822483,4.507879212,0,0,0,1,1
569959,25.00589874,1.868642784,4.099785009,1,0,0,1,1
132019,0.100935152,0.797997954,7.913835477,0,1,0,1,1
685861,3.808442053,0.485270618,26.34582079,1,1,0,1,1
417328,127.6897274,2.881551344,4.028119081,1,1,0,1,1
110440,241.5424258,4.072271561,0.41461207,1,0,0,1,1
131391,68.88064661,3.357027454,5.258489855,1,1,0,1,1
868327,525.8326276,0.048916882,0.551053754,1,0,0,1,1
368306,1.171151454,3.360135526,9.001933431,0,1,0,1,1
850744,2.302017028,0.83271777,11.72547204,1,0,0,1,1
352167,131.076589,0.320617646,0.578233921,1,0,0,1,1
112235,41.39518365,4.365996129,23.92391707,1,1,0,1,1
513131,1.45351847,0.147042256,5.230709505,0,0,0,1,1
217244,62.03793322,0.11435162,4.305159284,1,1,0,1,1
741352,14.61980357,0.057287216,9.823187874,1,1,0,1,1
294512,7.04989399,7.248966997,7.284822923,1,1,0,1,1
647299,0.642445048,0.239745865,7.531430578,0,0,0,1,1
674587,140.2572498,0.080064584,1.105346056,1,0,0,1,1
788710,2.295227569,1.900115858,4.361468868,1,1,0,1,1
125254,1.649587944,1.338368967,7.975896727,0,0,0,1,1
395812,1.018340006,0.037406213,5.788083406,0,0,0,1,1
919742,2.99359475,1.068030252,8.095527756,1,0,0,1,1
180978,109.4966145,2.020711445,0.551191803,1,0,0,1,1
565702,87.63357388,29.27502338,35.72713669,1,0,0,1,1
693532,3.441754162,0.839686084,6.351201291,1,1,0,1,1
844002,0.923095383,52.97290378,3.600348099,0,0,0,1,1
827121,25.8678544,1.608922936,15.64222084,1,0,0,1,1
150999,11.69054756,50.58875199,5.822714359,1,0,0,0,1
53455,3.238731604,1.259751771,7.024640631,1,0,0,1,1
271297,18.21800107,2.418903708,5.893588769,1,0,0,1,1
156822,142.8978776,0.25779782,0.108203293,1,0,0,1,1
965394,35.4133466,0.004471811,4.105027574,1,1,0,1,1
345888,9.861662214,0.815138389,6.758850366,1,1,0,1,1
453164,6.545513761,0.710949471,5.171429442,1,0,0,1,1
324262,127.8217059,0.69923907,1.478745021,1,0,0,1,1
720648,125.9494116,14.14186954,0.301555046,1,0,0,1,1
418364,10.42614209,2.180373439,4.355160755,1,0,0,1,1
198673,8.135820008,0.061084574,8.390625235,1,0,0,1,1
962446,75.70403704,1.217077214,5.531475501,1,0,0,1,1
192432,80.44215872,0.800365589,4.464533081,1,0,0,1,1
941997,21.40453925,1.339414424,11.81340899,1,1,0,1,1
940401,154.2474607,0.295785274,0.587448744,1,0,0,1,1
14619,3.536956682,0.099562334,9.9497703,1,0,0,1,1
256893,3.547681224,0.21340111,8.845756132,1,1,0,1,1
915464,123.1001849,2.692150438,2.076607624,1,0,0,1,1
113258,75.40088915,4.724994158,6.753900382,1,0,0,1,1
806564,7.387370295,0.357862092,4.788691344,1,1,0,1,1
965016,175.288849,0.766602233,2.284049915,1,0,0,1,1
643528,208.5117129,0.316917343,0.894585765,1,0,0,1,1
275406,4.676218387,2.028348464,5.112887558,1,0,0,1,1
729704,33.56916764,0.019937828,10.15425838,1,0,0,1,1
791496,111.9434907,0.052003909,4.833598656,1,1,0,0,1
921508,25.40666439,11.16332805,11.48053228,1,1,0,1,1
554154,1.625226388,0.071085297,5.41210895,0,0,0,0,1
726577,2.229491553,12.39885036,7.063514408,1,0,0,1,1
390516,1.728118993,1.273852638,10.60747282,0,1,0,1,1
946383,16.34802439,70.13236272,8.430740596,1,0,0,1,1
251463,7.49539616,5.808648421,8.406815783,1,0,0,1,1
262866,8.335013495,0.441313129,11.64392979,1,0,0,1,1
465759,4.16114192,4.025168641,9.440708557,1,1,0,1,1
607827,26.25686316,1.517740762,14.05462236,1,0,0,1,1
944070,164.4746098,0.536897353,0.558007097,1,0,0,1,1
879085,0.871609244,1.869602169,4.818223039,0,0,0,1,1
534841,8.818809677,1.331918852,11.34870715,1,1,0,1,1
83270,4.706734518,1.407708283,6.294351984,1,0,0,1,1
334416,91.63271646,0.561832984,4.878372541,1,1,0,1,1
657282,132.1243399,0.450590164,0.127895428,1,0,0,1,1
170043,23.1488322,0.076916763,5.434159419,1,0,0,1,1
847213,314.0612674,1.476288794,4.312791034,1,0,0,0,1
910131,68.97597968,0.150255373,7.289548385,1,1,0,1,1
105176,126.2103402,0.069776485,7.994016415,1,1,0,1,1
18935,162.0095026,1.912825309,4.219314815,1,0,0,1,1
882154,1504.870552,0.21208066,0.363442131,1,0,0,1,1
667959,9.375334017,0.643178722,6.280659176,1,1,0,1,1
927259,15.42864748,2.422747169,13.92923983,1,0,0,1,1
283331,124.1453811,3.291733322,2.515136667,1,0,0,1,1
294896,5.989464884,1.071426336,18.12059239,1,0,0,1,1
399290,4.323635686,1.661029291,4.96785194,1,0,0,1,1
392997,102.9423205,1.479854908,1.080097282,1,0,0,1,1
949631,5.350160563,0.05095161,7.518276119,1,0,0,1,1
729713,1.80658809,1.056378225,7.48752919,0,0,0,1,1
941950,6.153410624,5.657832679,5.333537073,1,1,0,1,1
423780,2.363790226,0.666498866,4.189371514,1,0,0,1,1
271616,35.36521887,5.336566796,4.887631375,1,1,0,1,1
551109,17.14682763,0.190319457,7.890016055,1,1,0,1,1
251687,5.483689434,7.327555119,4.124084406,1,0,0,1,1
918240,8.166893385,0.634021578,4.012486375,1,0,0,1,1
476221,250.8422027,14.27933825,0.487868208,1,0,0,1,1
841388,8.690905935,1.611477316,13.60667944,1,0,0,1,1
435363,6.993111709,0.145297937,12.50217803,1,0,0,1,1
635081,9.178400646,0.22167715,4.157480996,1,1,0,1,1
979487,5.30113125,0.859992902,4.60119767,1,1,0,1,1
305911,8.91795267,50.00179557,1.832696238,1,0,0,1,1
224529,5.929696587,1.324675714,4.082665745,1,1,0,1,1
123202,2.360649657,1.690192617,4.930080899,1,1,0,1,1
552793,4.81371367,1.92790326,4.804043864,1,1,0,1,1
975607,10.88058264,0.356399511,4.524319373,1,1,0,1,1
484262,7.785714022,0.818003239,10.44181043,1,0,0,1,1
110418,120.6309963,14.64437,1.770974793,1,0,0,1,1
52257,1.999020065,15.75981687,8.061868497,1,1,0,1,1
347951,8.195796845,0.602394846,4.270129903,1,0,0,1,1
461410,4.222019234,1.620399396,5.971714438,1,0,0,1,1
587846,33.14855024,5.226216953,8.515716484,1,0,0,1,1
61137,1.330856743,0.1065209,29.03507899,0,0,0,1,1
990171,125.2206056,0.477785539,1.500827038,1,0,0,1,1
574186,93.21006812,0.239220241,6.057027433,1,1,0,1,1
899146,4.121711087,0.065148292,13.28122943,1,1,0,1,1
314329,12.39375454,1.357878979,5.032173337,1,0,0,1,1
745638,17.81639476,0.333727398,7.431913197,1,1,0,1,1
268192,107.3788632,1.328105562,8.66909906,1,0,0,0,1
242297,17.43679606,3.371296619,7.39685584,1,0,0,1,1
92183,8.491513774,7.812739057,15.98335799,1,1,0,1,1
94860,15.89213601,2.475217635,4.732748027,1,0,0,1,1
418385,14.19998296,0.138675249,15.83597733,1,1,0,1,1
492449,2.87707694,0.739215795,6.292414216,1,0,0,1,1
575301,117.0203654,4.618357823,1.394987168,1,0,0,1,1
827809,152.8821059,51.7268901,1.675236608,1,0,0,1,1
168140,0.120796882,15.15284338,6.334485491,0,0,0,0,1
569183,115.3951982,6.30589774,2.332330188,1,0,0,1,1
652748,56.28277188,0.15458757,13.32180341,1,1,0,1,1
390285,29.52894054,0.38740616,6.843760729,1,0,0,1,1
93897,492.981757,0.881503952,4.441195822,1,0,0,0,1
266609,350.717562,0.194361629,0.611765022,1,0,0,1,1
875443,5.438921062,0.15509495,4.1457158,1,0,0,1,1
137471,4.566844704,89.29696989,0.478898176,1,0,0,1,1
917297,31.12944829,0.293859467,5.929238146,1,1,0,1,1
168008,111.1833219,0.09431491,0.120935562,1,0,0,1,1
136446,3.552570857,0.534355916,4.691253634,1,1,0,1,1
116480,165.6076608,111.4872414,3.127252979,1,0,0,1,1
884486,30.14551928,0.04461724,5.278603192,1,0,0,1,1
676463,113.359673,1.171898894,0.302698852,1,0,0,1,1
273412,4.078127629,1.105987407,4.635515288,1,1,0,1,1
462570,4.892375716,69.08554209,1.184078192,1,0,0,1,1
966711,33.08439063,50.9479937,0.500539267,1,0,0,1,1
